id,category,role,audience,format,lens,context,prompt
3220,音乐,音乐制作顾问,开发团队,JSON结构,短期落地,新市场验证,任务编号 P3220。请扮演音乐制作顾问。围绕“音乐场景020-新市场验证”中的歌词、编曲、练习任务，面向开发团队，写一份面向执行者的操作手册。请用JSON结构输出，并从“短期落地”角度做重点判断。要求：避免专业黑话；给出至少一个反例；最后给出3条可立即执行的下一步。
3221,音乐,音乐制作顾问,客服团队,复盘报告,成本,竞品压力,任务编号 P3221。请扮演音乐制作顾问。围绕“音乐场景021-竞品压力”中的歌词、编曲、练习任务，面向客服团队，建立评估打分表。请用复盘报告输出，并从“成本”角度做重点判断。要求：包含衡量标准；保持中立客观；最后给出3条可立即执行的下一步。
3222,音乐,音乐制作顾问,家长,短视频脚本,可维护性,准备上线,任务编号 P3222。请扮演音乐制作顾问。围绕“音乐场景022-准备上线”中的歌词、编曲、练习任务，面向家长，提出自动化改造思路。请用短视频脚本输出，并从“可维护性”角度做重点判断。要求：提供简短版本和完整版本；适合在一天内开始执行；最后给出3条可立即执行的下一步。
3223,音乐,音乐制作顾问,非技术读者,Markdown大纲,长期价值,高不确定性,任务编号 P3223。请扮演音乐制作顾问。围绕“音乐场景023-高不确定性”中的歌词、编曲、练习任务，面向非技术读者，设计用户调研问题。请用Markdown大纲输出，并从“长期价值”角度做重点判断。要求：适合在一天内开始执行；必要时提出澄清问题；最后给出3条可立即执行的下一步。
3224,音乐,音乐制作顾问,中小企业主,JSON结构,质量,远程协作,任务编号 P3224。请扮演音乐制作顾问。围绕“音乐场景024-远程协作”中的歌词、编曲、练习任务，面向中小企业主，模拟用户反馈并归纳模式。请用JSON结构输出，并从“质量”角度做重点判断。要求：给出示例输入输出；输出可直接复制使用；最后给出3条可立即执行的下一步。
3225,音乐,音乐制作顾问,资深从业者,复盘报告,用户体验,个人项目,任务编号 P3225。请扮演音乐制作顾问。围绕“音乐场景025-个人项目”中的歌词、编曲、练习任务，面向资深从业者，生成故障排查路径。请用复盘报告输出，并从“用户体验”角度做重点判断。要求：语言简洁，不说空话；提供简短版本和完整版本；最后给出3条可立即执行的下一步。
3226,音乐,音乐制作顾问,自由职业者,短视频脚本,学习曲线,质量波动,任务编号 P3226。请扮演音乐制作顾问。围绕“音乐场景026-质量波动”中的歌词、编曲、练习任务，面向自由职业者，把目标拆成里程碑。请用短视频脚本输出，并从“学习曲线”角度做重点判断。要求：兼顾成本和效果；按影响力排序；最后给出3条可立即执行的下一步。
3227,音乐,音乐制作顾问,设计团队,Markdown大纲,效率,用户流失,任务编号 P3227。请扮演音乐制作顾问。围绕“音乐场景027-用户流失”中的歌词、编曲、练习任务，面向设计团队，提出可复用命名规范。请用Markdown大纲输出，并从“效率”角度做重点判断。要求：指出最容易忽略的细节；包含可执行下一步；最后给出3条可立即执行的下一步。
3228,音乐,音乐制作顾问,投资人,JSON结构,风险,内部培训,任务编号 P3228。请扮演音乐制作顾问。围绕“音乐场景028-内部培训”中的歌词、编曲、练习任务，面向投资人，创建风险登记册。请用JSON结构输出，并从“风险”角度做重点判断。要求：包含可执行下一步；包含衡量标准；最后给出3条可立即执行的下一步。
3229,音乐,音乐制作顾问,海外用户,复盘报告,增长,需要复盘,任务编号 P3229。请扮演音乐制作顾问。围绕“音乐场景029-需要复盘”中的歌词、编曲、练习任务，面向海外用户，制定一份可执行方案。请用复盘报告输出，并从“增长”角度做重点判断。要求：输出可直接复制使用；标注假设和不确定性；最后给出3条可立即执行的下一步。
3230,音乐,音乐制作顾问,专家评审,短视频脚本,短期落地,时间紧迫,任务编号 P3230。请扮演音乐制作顾问。围绕“音乐场景030-时间紧迫”中的歌词、编曲、练习任务，面向专家评审，列出关键问题并给出优先级。请用短视频脚本输出，并从“短期落地”角度做重点判断。要求：保持中立客观；指出最容易忽略的细节；最后给出3条可立即执行的下一步。
3231,音乐,音乐制作顾问,大学生,Markdown大纲,成本,成熟企业,任务编号 P3231。请扮演音乐制作顾问。围绕“音乐场景031-成熟企业”中的歌词、编曲、练习任务，面向大学生，生成三种风格完全不同的版本。请用Markdown大纲输出，并从“成本”角度做重点判断。要求：先给结论再解释；避免专业黑话；最后给出3条可立即执行的下一步。
3232,音乐,音乐制作顾问,管理层,JSON结构,可维护性,需要降本,任务编号 P3232。请扮演音乐制作顾问。围绕“音乐场景032-需要降本”中的歌词、编曲、练习任务，面向管理层，把复杂内容改写成新手也能懂的说明。请用JSON结构输出，并从“可维护性”角度做重点判断。要求：包含失败预案；用中文输出；最后给出3条可立即执行的下一步。
3233,音乐,音乐制作顾问,内容创作者,复盘报告,长期价值,流程混乱,任务编号 P3233。请扮演音乐制作顾问。围绕“音乐场景033-流程混乱”中的歌词、编曲、练习任务，面向内容创作者，设计一个从零到一的工作流。请用复盘报告输出，并从“长期价值”角度做重点判断。要求：用中文输出；兼顾成本和效果；最后给出3条可立即执行的下一步。
3234,音乐,音乐制作顾问,销售团队,短视频脚本,质量,数据不足,任务编号 P3234。请扮演音乐制作顾问。围绕“音乐场景034-数据不足”中的歌词、编曲、练习任务，面向销售团队，创建检查清单并标注常见坑。请用短视频脚本输出，并从“质量”角度做重点判断。要求：标注假设和不确定性；避免虚构事实；最后给出3条可立即执行的下一步。
3235,音乐,音乐制作顾问,教师,Markdown大纲,用户体验,公开发布,任务编号 P3235。请扮演音乐制作顾问。围绕“音乐场景035-公开发布”中的歌词、编曲、练习任务，面向教师，模拟专家评审并指出改进点。请用Markdown大纲输出，并从“用户体验”角度做重点判断。要求：按影响力排序；包含失败预案；最后给出3条可立即执行的下一步。
3236,音乐,音乐制作顾问,本地用户,JSON结构,学习曲线,多方协作,任务编号 P3236。请扮演音乐制作顾问。围绕“音乐场景036-多方协作”中的歌词、编曲、练习任务，面向本地用户，根据目标用户重写表达。请用JSON结构输出，并从“学习曲线”角度做重点判断。要求：必要时提出澄清问题；语言简洁，不说空话；最后给出3条可立即执行的下一步。
3237,音乐,音乐制作顾问,创始人,复盘报告,效率,预算有限,任务编号 P3237。请扮演音乐制作顾问。围绕“音乐场景037-预算有限”中的歌词、编曲、练习任务，面向创始人，提炼核心洞察并给出行动建议。请用复盘报告输出，并从“效率”角度做重点判断。要求：给出至少一个反例；按难易度排序；最后给出3条可立即执行的下一步。
3238,音乐,音乐制作顾问,新手用户,短视频脚本,风险,初创团队,任务编号 P3238。请扮演音乐制作顾问。围绕“音乐场景038-初创团队”中的歌词、编曲、练习任务，面向新手用户，设计一套可量化指标。请用短视频脚本输出，并从“风险”角度做重点判断。要求：按难易度排序；先给结论再解释；最后给出3条可立即执行的下一步。
3239,音乐,音乐制作顾问,一线执行团队,Markdown大纲,增长,需要扩张,任务编号 P3239。请扮演音乐制作顾问。围绕“音乐场景039-需要扩张”中的歌词、编曲、练习任务，面向一线执行团队，把零散想法整理成结构化大纲。请用Markdown大纲输出，并从“增长”角度做重点判断。要求：避免虚构事实；给出示例输入输出；最后给出3条可立即执行的下一步。
3240,音乐,音乐制作顾问,开发团队,JSON结构,短期落地,新市场验证,任务编号 P3240。请扮演音乐制作顾问。围绕“音乐场景040-新市场验证”中的歌词、编曲、练习任务，面向开发团队，生成可直接使用的模板。请用JSON结构输出，并从“短期落地”角度做重点判断。要求：避免专业黑话；给出至少一个反例；最后给出3条可立即执行的下一步。
3241,音乐,音乐制作顾问,客服团队,复盘报告,成本,竞品压力,任务编号 P3241。请扮演音乐制作顾问。围绕“音乐场景041-竞品压力”中的歌词、编曲、练习任务，面向客服团队，做一次反向推理找出隐藏风险。请用复盘报告输出，并从“成本”角度做重点判断。要求：包含衡量标准；保持中立客观；最后给出3条可立即执行的下一步。
3242,音乐,音乐制作顾问,家长,短视频脚本,可维护性,准备上线,任务编号 P3242。请扮演音乐制作顾问。围绕“音乐场景042-准备上线”中的歌词、编曲、练习任务，面向家长，给出低成本试验方案。请用短视频脚本输出，并从“可维护性”角度做重点判断。要求：提供简短版本和完整版本；适合在一天内开始执行；最后给出3条可立即执行的下一步。
3243,音乐,音乐制作顾问,非技术读者,Markdown大纲,长期价值,高不确定性,任务编号 P3243。请扮演音乐制作顾问。围绕“音乐场景043-高不确定性”中的歌词、编曲、练习任务，面向非技术读者，创建对比表并推荐选择。请用Markdown大纲输出，并从“长期价值”角度做重点判断。要求：适合在一天内开始执行；必要时提出澄清问题；最后给出3条可立即执行的下一步。
3244,音乐,音乐制作顾问,中小企业主,JSON结构,质量,远程协作,任务编号 P3244。请扮演音乐制作顾问。围绕“音乐场景044-远程协作”中的歌词、编曲、练习任务，面向中小企业主，把长内容压缩成高密度摘要。请用JSON结构输出，并从“质量”角度做重点判断。要求：给出示例输入输出；输出可直接复制使用；最后给出3条可立即执行的下一步。
3245,音乐,音乐制作顾问,资深从业者,复盘报告,用户体验,个人项目,任务编号 P3245。请扮演音乐制作顾问。围绕“音乐场景045-个人项目”中的歌词、编曲、练习任务，面向资深从业者，提出10个创新方向并排序。请用复盘报告输出，并从“用户体验”角度做重点判断。要求：语言简洁，不说空话；提供简短版本和完整版本；最后给出3条可立即执行的下一步。
3246,音乐,音乐制作顾问,自由职业者,短视频脚本,学习曲线,质量波动,任务编号 P3246。请扮演音乐制作顾问。围绕“音乐场景046-质量波动”中的歌词、编曲、练习任务，面向自由职业者，设计30天训练计划。请用短视频脚本输出，并从“学习曲线”角度做重点判断。要求：兼顾成本和效果；按影响力排序；最后给出3条可立即执行的下一步。
3247,音乐,音乐制作顾问,设计团队,Markdown大纲,效率,用户流失,任务编号 P3247。请扮演音乐制作顾问。围绕“音乐场景047-用户流失”中的歌词、编曲、练习任务，面向设计团队，构建决策树帮助判断下一步。请用Markdown大纲输出，并从“效率”角度做重点判断。要求：指出最容易忽略的细节；包含可执行下一步；最后给出3条可立即执行的下一步。
3248,音乐,音乐制作顾问,投资人,JSON结构,风险,内部培训,任务编号 P3248。请扮演音乐制作顾问。围绕“音乐场景048-内部培训”中的歌词、编曲、练习任务，面向投资人，生成会议讨论提纲。请用JSON结构输出，并从“风险”角度做重点判断。要求：包含可执行下一步；包含衡量标准；最后给出3条可立即执行的下一步。
3249,音乐,音乐制作顾问,海外用户,复盘报告,增长,需要复盘,任务编号 P3249。请扮演音乐制作顾问。围绕“音乐场景049-需要复盘”中的歌词、编曲、练习任务，面向海外用户，写一份面向管理层的简报。请用复盘报告输出，并从“增长”角度做重点判断。要求：输出可直接复制使用；标注假设和不确定性；最后给出3条可立即执行的下一步。
3250,音乐,音乐制作顾问,专家评审,短视频脚本,短期落地,时间紧迫,任务编号 P3250。请扮演音乐制作顾问。围绕“音乐场景050-时间紧迫”中的歌词、编曲、练习任务，面向专家评审，写一份面向执行者的操作手册。请用短视频脚本输出，并从“短期落地”角度做重点判断。要求：保持中立客观；指出最容易忽略的细节；最后给出3条可立即执行的下一步。
3251,音乐,音乐制作顾问,大学生,Markdown大纲,成本,成熟企业,任务编号 P3251。请扮演音乐制作顾问。围绕“音乐场景051-成熟企业”中的歌词、编曲、练习任务，面向大学生，建立评估打分表。请用Markdown大纲输出，并从“成本”角度做重点判断。要求：先给结论再解释；避免专业黑话；最后给出3条可立即执行的下一步。
3252,音乐,音乐制作顾问,管理层,JSON结构,可维护性,需要降本,任务编号 P3252。请扮演音乐制作顾问。围绕“音乐场景052-需要降本”中的歌词、编曲、练习任务，面向管理层，提出自动化改造思路。请用JSON结构输出，并从“可维护性”角度做重点判断。要求：包含失败预案；用中文输出；最后给出3条可立即执行的下一步。
3253,音乐,音乐制作顾问,内容创作者,复盘报告,长期价值,流程混乱,任务编号 P3253。请扮演音乐制作顾问。围绕“音乐场景053-流程混乱”中的歌词、编曲、练习任务，面向内容创作者，设计用户调研问题。请用复盘报告输出，并从“长期价值”角度做重点判断。要求：用中文输出；兼顾成本和效果；最后给出3条可立即执行的下一步。
3254,音乐,音乐制作顾问,销售团队,短视频脚本,质量,数据不足,任务编号 P3254。请扮演音乐制作顾问。围绕“音乐场景054-数据不足”中的歌词、编曲、练习任务，面向销售团队，模拟用户反馈并归纳模式。请用短视频脚本输出，并从“质量”角度做重点判断。要求：标注假设和不确定性；避免虚构事实；最后给出3条可立即执行的下一步。
3255,音乐,音乐制作顾问,教师,Markdown大纲,用户体验,公开发布,任务编号 P3255。请扮演音乐制作顾问。围绕“音乐场景055-公开发布”中的歌词、编曲、练习任务，面向教师，生成故障排查路径。请用Markdown大纲输出，并从“用户体验”角度做重点判断。要求：按影响力排序；包含失败预案；最后给出3条可立即执行的下一步。
3256,音乐,音乐制作顾问,本地用户,JSON结构,学习曲线,多方协作,任务编号 P3256。请扮演音乐制作顾问。围绕“音乐场景056-多方协作”中的歌词、编曲、练习任务，面向本地用户，把目标拆成里程碑。请用JSON结构输出，并从“学习曲线”角度做重点判断。要求：必要时提出澄清问题；语言简洁，不说空话；最后给出3条可立即执行的下一步。
3257,音乐,音乐制作顾问,创始人,复盘报告,效率,预算有限,任务编号 P3257。请扮演音乐制作顾问。围绕“音乐场景057-预算有限”中的歌词、编曲、练习任务，面向创始人，提出可复用命名规范。请用复盘报告输出，并从“效率”角度做重点判断。要求：给出至少一个反例；按难易度排序；最后给出3条可立即执行的下一步。
3258,音乐,音乐制作顾问,新手用户,短视频脚本,风险,初创团队,任务编号 P3258。请扮演音乐制作顾问。围绕“音乐场景058-初创团队”中的歌词、编曲、练习任务，面向新手用户，创建风险登记册。请用短视频脚本输出，并从“风险”角度做重点判断。要求：按难易度排序；先给结论再解释；最后给出3条可立即执行的下一步。
3259,音乐,音乐制作顾问,一线执行团队,Markdown大纲,增长,需要扩张,任务编号 P3259。请扮演音乐制作顾问。围绕“音乐场景059-需要扩张”中的歌词、编曲、练习任务，面向一线执行团队，制定一份可执行方案。请用Markdown大纲输出，并从“增长”角度做重点判断。要求：避免虚构事实；给出示例输入输出；最后给出3条可立即执行的下一步。
3260,音乐,音乐制作顾问,开发团队,JSON结构,短期落地,新市场验证,任务编号 P3260。请扮演音乐制作顾问。围绕“音乐场景060-新市场验证”中的歌词、编曲、练习任务，面向开发团队，列出关键问题并给出优先级。请用JSON结构输出，并从“短期落地”角度做重点判断。要求：避免专业黑话；给出至少一个反例；最后给出3条可立即执行的下一步。
3261,音乐,音乐制作顾问,客服团队,复盘报告,成本,竞品压力,任务编号 P3261。请扮演音乐制作顾问。围绕“音乐场景061-竞品压力”中的歌词、编曲、练习任务，面向客服团队，生成三种风格完全不同的版本。请用复盘报告输出，并从“成本”角度做重点判断。要求：包含衡量标准；保持中立客观；最后给出3条可立即执行的下一步。
3262,音乐,音乐制作顾问,家长,短视频脚本,可维护性,准备上线,任务编号 P3262。请扮演音乐制作顾问。围绕“音乐场景062-准备上线”中的歌词、编曲、练习任务，面向家长，把复杂内容改写成新手也能懂的说明。请用短视频脚本输出，并从“可维护性”角度做重点判断。要求：提供简短版本和完整版本；适合在一天内开始执行；最后给出3条可立即执行的下一步。
3263,音乐,音乐制作顾问,非技术读者,Markdown大纲,长期价值,高不确定性,任务编号 P3263。请扮演音乐制作顾问。围绕“音乐场景063-高不确定性”中的歌词、编曲、练习任务，面向非技术读者，设计一个从零到一的工作流。请用Markdown大纲输出，并从“长期价值”角度做重点判断。要求：适合在一天内开始执行；必要时提出澄清问题；最后给出3条可立即执行的下一步。
3264,音乐,音乐制作顾问,中小企业主,JSON结构,质量,远程协作,任务编号 P3264。请扮演音乐制作顾问。围绕“音乐场景064-远程协作”中的歌词、编曲、练习任务，面向中小企业主，创建检查清单并标注常见坑。请用JSON结构输出，并从“质量”角度做重点判断。要求：给出示例输入输出；输出可直接复制使用；最后给出3条可立即执行的下一步。
3265,音乐,音乐制作顾问,资深从业者,复盘报告,用户体验,个人项目,任务编号 P3265。请扮演音乐制作顾问。围绕“音乐场景065-个人项目”中的歌词、编曲、练习任务，面向资深从业者，模拟专家评审并指出改进点。请用复盘报告输出，并从“用户体验”角度做重点判断。要求：语言简洁，不说空话；提供简短版本和完整版本；最后给出3条可立即执行的下一步。
3266,音乐,音乐制作顾问,自由职业者,短视频脚本,学习曲线,质量波动,任务编号 P3266。请扮演音乐制作顾问。围绕“音乐场景066-质量波动”中的歌词、编曲、练习任务，面向自由职业者，根据目标用户重写表达。请用短视频脚本输出，并从“学习曲线”角度做重点判断。要求：兼顾成本和效果；按影响力排序；最后给出3条可立即执行的下一步。
3267,音乐,音乐制作顾问,设计团队,Markdown大纲,效率,用户流失,任务编号 P3267。请扮演音乐制作顾问。围绕“音乐场景067-用户流失”中的歌词、编曲、练习任务，面向设计团队，提炼核心洞察并给出行动建议。请用Markdown大纲输出，并从“效率”角度做重点判断。要求：指出最容易忽略的细节；包含可执行下一步；最后给出3条可立即执行的下一步。
3268,音乐,音乐制作顾问,投资人,JSON结构,风险,内部培训,任务编号 P3268。请扮演音乐制作顾问。围绕“音乐场景068-内部培训”中的歌词、编曲、练习任务，面向投资人，设计一套可量化指标。请用JSON结构输出，并从“风险”角度做重点判断。要求：包含可执行下一步；包含衡量标准；最后给出3条可立即执行的下一步。
3269,音乐,音乐制作顾问,海外用户,复盘报告,增长,需要复盘,任务编号 P3269。请扮演音乐制作顾问。围绕“音乐场景069-需要复盘”中的歌词、编曲、练习任务，面向海外用户，把零散想法整理成结构化大纲。请用复盘报告输出，并从“增长”角度做重点判断。要求：输出可直接复制使用；标注假设和不确定性；最后给出3条可立即执行的下一步。
3270,音乐,音乐制作顾问,专家评审,短视频脚本,短期落地,时间紧迫,任务编号 P3270。请扮演音乐制作顾问。围绕“音乐场景070-时间紧迫”中的歌词、编曲、练习任务，面向专家评审，生成可直接使用的模板。请用短视频脚本输出，并从“短期落地”角度做重点判断。要求：保持中立客观；指出最容易忽略的细节；最后给出3条可立即执行的下一步。
3271,音乐,音乐制作顾问,大学生,Markdown大纲,成本,成熟企业,任务编号 P3271。请扮演音乐制作顾问。围绕“音乐场景071-成熟企业”中的歌词、编曲、练习任务，面向大学生，做一次反向推理找出隐藏风险。请用Markdown大纲输出，并从“成本”角度做重点判断。要求：先给结论再解释；避免专业黑话；最后给出3条可立即执行的下一步。
3272,音乐,音乐制作顾问,管理层,JSON结构,可维护性,需要降本,任务编号 P3272。请扮演音乐制作顾问。围绕“音乐场景072-需要降本”中的歌词、编曲、练习任务，面向管理层，给出低成本试验方案。请用JSON结构输出，并从“可维护性”角度做重点判断。要求：包含失败预案；用中文输出；最后给出3条可立即执行的下一步。
3273,音乐,音乐制作顾问,内容创作者,复盘报告,长期价值,流程混乱,任务编号 P3273。请扮演音乐制作顾问。围绕“音乐场景073-流程混乱”中的歌词、编曲、练习任务，面向内容创作者，创建对比表并推荐选择。请用复盘报告输出，并从“长期价值”角度做重点判断。要求：用中文输出；兼顾成本和效果；最后给出3条可立即执行的下一步。
3274,音乐,音乐制作顾问,销售团队,短视频脚本,质量,数据不足,任务编号 P3274。请扮演音乐制作顾问。围绕“音乐场景074-数据不足”中的歌词、编曲、练习任务，面向销售团队，把长内容压缩成高密度摘要。请用短视频脚本输出，并从“质量”角度做重点判断。要求：标注假设和不确定性；避免虚构事实；最后给出3条可立即执行的下一步。
3275,音乐,音乐制作顾问,教师,Markdown大纲,用户体验,公开发布,任务编号 P3275。请扮演音乐制作顾问。围绕“音乐场景075-公开发布”中的歌词、编曲、练习任务，面向教师，提出10个创新方向并排序。请用Markdown大纲输出，并从“用户体验”角度做重点判断。要求：按影响力排序；包含失败预案；最后给出3条可立即执行的下一步。
3276,音乐,音乐制作顾问,本地用户,JSON结构,学习曲线,多方协作,任务编号 P3276。请扮演音乐制作顾问。围绕“音乐场景076-多方协作”中的歌词、编曲、练习任务，面向本地用户，设计30天训练计划。请用JSON结构输出，并从“学习曲线”角度做重点判断。要求：必要时提出澄清问题；语言简洁，不说空话；最后给出3条可立即执行的下一步。
3277,音乐,音乐制作顾问,创始人,复盘报告,效率,预算有限,任务编号 P3277。请扮演音乐制作顾问。围绕“音乐场景077-预算有限”中的歌词、编曲、练习任务，面向创始人，构建决策树帮助判断下一步。请用复盘报告输出，并从“效率”角度做重点判断。要求：给出至少一个反例；按难易度排序；最后给出3条可立即执行的下一步。
3278,音乐,音乐制作顾问,新手用户,短视频脚本,风险,初创团队,任务编号 P3278。请扮演音乐制作顾问。围绕“音乐场景078-初创团队”中的歌词、编曲、练习任务，面向新手用户，生成会议讨论提纲。请用短视频脚本输出，并从“风险”角度做重点判断。要求：按难易度排序；先给结论再解释；最后给出3条可立即执行的下一步。
3279,音乐,音乐制作顾问,一线执行团队,Markdown大纲,增长,需要扩张,任务编号 P3279。请扮演音乐制作顾问。围绕“音乐场景079-需要扩张”中的歌词、编曲、练习任务，面向一线执行团队，写一份面向管理层的简报。请用Markdown大纲输出，并从“增长”角度做重点判断。要求：避免虚构事实；给出示例输入输出；最后给出3条可立即执行的下一步。
3280,音乐,音乐制作顾问,开发团队,JSON结构,短期落地,新市场验证,任务编号 P3280。请扮演音乐制作顾问。围绕“音乐场景080-新市场验证”中的歌词、编曲、练习任务，面向开发团队，写一份面向执行者的操作手册。请用JSON结构输出，并从“短期落地”角度做重点判断。要求：避免专业黑话；给出至少一个反例；最后给出3条可立即执行的下一步。
3281,音乐,音乐制作顾问,客服团队,复盘报告,成本,竞品压力,任务编号 P3281。请扮演音乐制作顾问。围绕“音乐场景081-竞品压力”中的歌词、编曲、练习任务，面向客服团队，建立评估打分表。请用复盘报告输出，并从“成本”角度做重点判断。要求：包含衡量标准；保持中立客观；最后给出3条可立即执行的下一步。
3282,音乐,音乐制作顾问,家长,短视频脚本,可维护性,准备上线,任务编号 P3282。请扮演音乐制作顾问。围绕“音乐场景082-准备上线”中的歌词、编曲、练习任务，面向家长，提出自动化改造思路。请用短视频脚本输出，并从“可维护性”角度做重点判断。要求：提供简短版本和完整版本；适合在一天内开始执行；最后给出3条可立即执行的下一步。
3283,音乐,音乐制作顾问,非技术读者,Markdown大纲,长期价值,高不确定性,任务编号 P3283。请扮演音乐制作顾问。围绕“音乐场景083-高不确定性”中的歌词、编曲、练习任务，面向非技术读者，设计用户调研问题。请用Markdown大纲输出，并从“长期价值”角度做重点判断。要求：适合在一天内开始执行；必要时提出澄清问题；最后给出3条可立即执行的下一步。
3284,音乐,音乐制作顾问,中小企业主,JSON结构,质量,远程协作,任务编号 P3284。请扮演音乐制作顾问。围绕“音乐场景084-远程协作”中的歌词、编曲、练习任务，面向中小企业主，模拟用户反馈并归纳模式。请用JSON结构输出，并从“质量”角度做重点判断。要求：给出示例输入输出；输出可直接复制使用；最后给出3条可立即执行的下一步。
3285,音乐,音乐制作顾问,资深从业者,复盘报告,用户体验,个人项目,任务编号 P3285。请扮演音乐制作顾问。围绕“音乐场景085-个人项目”中的歌词、编曲、练习任务，面向资深从业者，生成故障排查路径。请用复盘报告输出，并从“用户体验”角度做重点判断。要求：语言简洁，不说空话；提供简短版本和完整版本；最后给出3条可立即执行的下一步。
3286,音乐,音乐制作顾问,自由职业者,短视频脚本,学习曲线,质量波动,任务编号 P3286。请扮演音乐制作顾问。围绕“音乐场景086-质量波动”中的歌词、编曲、练习任务，面向自由职业者，把目标拆成里程碑。请用短视频脚本输出，并从“学习曲线”角度做重点判断。要求：兼顾成本和效果；按影响力排序；最后给出3条可立即执行的下一步。
3287,音乐,音乐制作顾问,设计团队,Markdown大纲,效率,用户流失,任务编号 P3287。请扮演音乐制作顾问。围绕“音乐场景087-用户流失”中的歌词、编曲、练习任务，面向设计团队，提出可复用命名规范。请用Markdown大纲输出，并从“效率”角度做重点判断。要求：指出最容易忽略的细节；包含可执行下一步；最后给出3条可立即执行的下一步。
3288,音乐,音乐制作顾问,投资人,JSON结构,风险,内部培训,任务编号 P3288。请扮演音乐制作顾问。围绕“音乐场景088-内部培训”中的歌词、编曲、练习任务，面向投资人，创建风险登记册。请用JSON结构输出，并从“风险”角度做重点判断。要求：包含可执行下一步；包含衡量标准；最后给出3条可立即执行的下一步。
3289,音乐,音乐制作顾问,海外用户,复盘报告,增长,需要复盘,任务编号 P3289。请扮演音乐制作顾问。围绕“音乐场景089-需要复盘”中的歌词、编曲、练习任务，面向海外用户，制定一份可执行方案。请用复盘报告输出，并从“增长”角度做重点判断。要求：输出可直接复制使用；标注假设和不确定性；最后给出3条可立即执行的下一步。
3290,音乐,音乐制作顾问,专家评审,短视频脚本,短期落地,时间紧迫,任务编号 P3290。请扮演音乐制作顾问。围绕“音乐场景090-时间紧迫”中的歌词、编曲、练习任务，面向专家评审，列出关键问题并给出优先级。请用短视频脚本输出，并从“短期落地”角度做重点判断。要求：保持中立客观；指出最容易忽略的细节；最后给出3条可立即执行的下一步。
3291,音乐,音乐制作顾问,大学生,Markdown大纲,成本,成熟企业,任务编号 P3291。请扮演音乐制作顾问。围绕“音乐场景091-成熟企业”中的歌词、编曲、练习任务，面向大学生，生成三种风格完全不同的版本。请用Markdown大纲输出，并从“成本”角度做重点判断。要求：先给结论再解释；避免专业黑话；最后给出3条可立即执行的下一步。
3292,音乐,音乐制作顾问,管理层,JSON结构,可维护性,需要降本,任务编号 P3292。请扮演音乐制作顾问。围绕“音乐场景092-需要降本”中的歌词、编曲、练习任务，面向管理层，把复杂内容改写成新手也能懂的说明。请用JSON结构输出，并从“可维护性”角度做重点判断。要求：包含失败预案；用中文输出；最后给出3条可立即执行的下一步。
3293,音乐,音乐制作顾问,内容创作者,复盘报告,长期价值,流程混乱,任务编号 P3293。请扮演音乐制作顾问。围绕“音乐场景093-流程混乱”中的歌词、编曲、练习任务，面向内容创作者，设计一个从零到一的工作流。请用复盘报告输出，并从“长期价值”角度做重点判断。要求：用中文输出；兼顾成本和效果；最后给出3条可立即执行的下一步。
3294,音乐,音乐制作顾问,销售团队,短视频脚本,质量,数据不足,任务编号 P3294。请扮演音乐制作顾问。围绕“音乐场景094-数据不足”中的歌词、编曲、练习任务，面向销售团队，创建检查清单并标注常见坑。请用短视频脚本输出，并从“质量”角度做重点判断。要求：标注假设和不确定性；避免虚构事实；最后给出3条可立即执行的下一步。
3295,音乐,音乐制作顾问,教师,Markdown大纲,用户体验,公开发布,任务编号 P3295。请扮演音乐制作顾问。围绕“音乐场景095-公开发布”中的歌词、编曲、练习任务，面向教师，模拟专家评审并指出改进点。请用Markdown大纲输出，并从“用户体验”角度做重点判断。要求：按影响力排序；包含失败预案；最后给出3条可立即执行的下一步。
3296,音乐,音乐制作顾问,本地用户,JSON结构,学习曲线,多方协作,任务编号 P3296。请扮演音乐制作顾问。围绕“音乐场景096-多方协作”中的歌词、编曲、练习任务，面向本地用户，根据目标用户重写表达。请用JSON结构输出，并从“学习曲线”角度做重点判断。要求：必要时提出澄清问题；语言简洁，不说空话；最后给出3条可立即执行的下一步。
3297,音乐,音乐制作顾问,创始人,复盘报告,效率,预算有限,任务编号 P3297。请扮演音乐制作顾问。围绕“音乐场景097-预算有限”中的歌词、编曲、练习任务，面向创始人，提炼核心洞察并给出行动建议。请用复盘报告输出，并从“效率”角度做重点判断。要求：给出至少一个反例；按难易度排序；最后给出3条可立即执行的下一步。
3298,音乐,音乐制作顾问,新手用户,短视频脚本,风险,初创团队,任务编号 P3298。请扮演音乐制作顾问。围绕“音乐场景098-初创团队”中的歌词、编曲、练习任务，面向新手用户，设计一套可量化指标。请用短视频脚本输出，并从“风险”角度做重点判断。要求：按难易度排序；先给结论再解释；最后给出3条可立即执行的下一步。
3299,音乐,音乐制作顾问,一线执行团队,Markdown大纲,增长,需要扩张,任务编号 P3299。请扮演音乐制作顾问。围绕“音乐场景099-需要扩张”中的歌词、编曲、练习任务，面向一线执行团队，把零散想法整理成结构化大纲。请用Markdown大纲输出，并从“增长”角度做重点判断。要求：避免虚构事实；给出示例输入输出；最后给出3条可立即执行的下一步。
